gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,high school,standard,completed,54,64,62
female,group A,high school,free/reduced,none,33,46,39
male,group D,bachelor's degree,free/reduced,none,65,67,65
female,group C,associate's degree,standard,none,93,91,92
female,group C,associate's degree,free/reduced,completed,74,86,89
male,group C,associate's degree,standard,none,76,76,70
male,group B,some college,standard,none,80,64,69
male,group B,some high school,standard,none,68,60,54
male,group B,associate's degree,free/reduced,completed,59,64,64
female,group D,some high school,free/reduced,none,56,63,64
male,group C,some college,standard,none,67,69,63
male,group B,associate's degree,free/reduced,completed,60,58,58
male,group C,associate's degree,standard,none,69,62,63
female,group C,some college,free/reduced,none,52,63,61
male,group D,some college,free/reduced,none,62,52,49
male,group D,master's degree,standard,none,64,66,69
female,group D,some high school,standard,completed,54,74,72
female,group C,some high school,free/reduced,none,47,63,60
female,group D,associate's degree,free/reduced,none,54,62,61
female,group E,bachelor's degree,standard,none,95,96,95
female,group A,some college,free/reduced,none,51,67,70
male,group A,master's degree,free/reduced,none,75,65,66
female,group E,high school,standard,completed,98,100,98
male,group B,some high school,free/reduced,none,58,65,59
female,group C,high school,standard,completed,70,71,76
male,group B,associate's degree,standard,none,84,73,70
female,group D,high school,standard,none,49,47,51
female,group C,associate's degree,standard,none,57,63,60
female,group D,bachelor's degree,standard,none,85,100,96
male,group D,high school,free/reduced,none,52,50,48
male,group B,some high school,free/reduced,none,39,33,39
male,group B,associate's degree,free/reduced,completed,52,58,58
male,group A,high school,free/reduced,completed,53,52,54
female,group B,some college,free/reduced,none,25,36,34
male,group D,high school,standard,none,67,53,49
male,group D,high school,standard,completed,72,72,69
male,group C,some college,standard,completed,61,54,47
male,group D,bachelor's degree,standard,none,73,71,72
male,group D,some college,standard,none,59,49,52
female,group C,bachelor's degree,standard,completed,82,93,98
male,group D,high school,standard,none,73,68,63
female,group B,some high school,free/reduced,none,66,77,74
male,group C,some college,standard,none,56,58,51
female,group B,high school,free/reduced,none,55,79,74
male,group C,bachelor's degree,standard,completed,95,96,100
female,group D,associate's degree,free/reduced,completed,79,100,98
male,group A,some high school,free/reduced,none,59,45,37
female,group D,some college,free/reduced,completed,58,83,81
female,group B,some high school,standard,completed,83,95,93
female,group D,some high school,standard,none,51,66,63
female,group C,some college,standard,completed,66,73,79
male,group A,associate's degree,standard,none,76,81,76
male,group D,associate's degree,standard,completed,87,91,90
male,group D,associate's degree,standard,none,69,65,63
female,group B,some college,standard,none,60,63,68
female,group D,high school,standard,none,88,94,90
male,group E,associate's degree,standard,none,85,78,70
female,group C,associate's degree,standard,none,59,67,68
female,group C,bachelor's degree,standard,none,68,75,75
female,group B,high school,free/reduced,none,74,87,78
female,group B,some high school,standard,none,59,61,59
male,group E,associate's degree,standard,none,100,91,96
male,group B,associate's degree,free/reduced,none,45,55,55
female,group A,high school,standard,completed,80,90,86
male,group A,some high school,free/reduced,completed,61,61,56
male,group C,some college,standard,none,73,67,60
female,group C,some college,standard,none,63,70,73
male,group C,some college,standard,none,63,54,50
female,group D,associate's degree,standard,none,63,68,71
female,group B,bachelor's degree,standard,completed,53,54,66
male,group A,high school,standard,completed,79,75,67
male,group C,some college,standard,none,79,81,73
male,group D,associate's degree,free/reduced,none,58,58,57
male,group A,some high school,free/reduced,completed,57,52,50
female,group D,associate's degree,free/reduced,none,79,86,86
female,group D,master's degree,free/reduced,none,51,73,69
male,group B,bachelor's degree,free/reduced,none,51,51,45
female,group A,some college,standard,completed,49,58,62
female,group B,master's degree,standard,completed,55,69,78
female,group A,some high school,standard,none,76,96,84
female,group D,some college,free/reduced,completed,63,80,73
female,group E,high school,free/reduced,none,75,82,79
female,group B,bachelor's degree,standard,completed,67,74,74
male,group C,some high school,standard,none,75,64,66
male,group C,some high school,free/reduced,none,42,32,30
male,group E,some high school,standard,completed,87,72,72
female,group C,bachelor's degree,standard,none,64,77,76
male,group C,some high school,standard,none,72,60,51
male,group D,some college,standard,completed,78,70,72
male,group C,some college,standard,completed,79,73,77
female,group B,some college,free/reduced,none,39,54,45
female,group D,associate's degree,free/reduced,none,67,85,80
male,group C,associate's degree,standard,none,62,65,59
female,group C,bachelor's degree,free/reduced,none,56,75,70
female,group A,some high school,free/reduced,none,34,50,48
female,group B,associate's degree,free/reduced,none,39,59,56
female,group D,high school,free/reduced,none,70,84,80
female,group D,high school,free/reduced,none,53,60,56
male,group B,some college,standard,none,50,40,48
female,group C,some college,free/reduced,completed,63,75,81
male,group D,some college,free/reduced,none,66,61,69
male,group D,high school,standard,none,64,59,52
male,group C,associate's degree,standard,none,79,68,65
female,group E,some college,standard,completed,92,91,93
female,group C,some college,free/reduced,none,51,51,51
male,group D,associate's degree,standard,completed,86,84,87
male,group A,associate's degree,free/reduced,none,53,49,42
female,group D,bachelor's degree,standard,none,74,76,76
male,group B,some high school,standard,completed,44,38,39
female,group C,high school,standard,none,70,84,79
male,group C,high school,free/reduced,none,31,36,28
female,group B,some college,free/reduced,none,51,60,59
male,group C,associate's degree,standard,none,65,63,56
male,group A,some college,free/reduced,none,59,65,59
female,group A,high school,standard,completed,85,92,97
female,group C,bachelor's degree,standard,none,56,75,74
female,group D,high school,free/reduced,completed,63,70,72
male,group E,high school,standard,none,68,55,56
female,group D,some high school,free/reduced,none,46,51,48
female,group C,high school,standard,completed,97,100,99
female,group D,master's degree,standard,none,85,91,93
male,group C,some college,standard,none,68,57,53
male,group B,associate's degree,standard,none,57,54,47
male,group E,associate's degree,standard,none,93,79,73
female,group D,some college,standard,none,88,95,90
female,group C,some high school,standard,none,51,54,49
female,group C,associate's degree,free/reduced,completed,61,81,79
male,group E,some high school,standard,none,76,66,67
male,group D,some college,free/reduced,none,56,43,49
female,group E,some high school,free/reduced,none,88,86,83
male,group B,bachelor's degree,standard,none,69,67,68
male,group E,associate's degree,free/reduced,completed,64,52,51
male,group C,some college,standard,completed,50,62,62
female,group C,some college,free/reduced,none,40,52,46
male,group C,some college,free/reduced,completed,59,67,63
female,group C,bachelor's degree,free/reduced,none,42,60,60
male,group A,some college,standard,completed,67,60,58
female,group C,associate's degree,standard,none,59,89,82
female,group C,some high school,standard,none,45,56,53
male,group D,high school,standard,none,64,53,51
female,group E,associate's degree,standard,none,64,74,71
male,group C,some college,standard,none,75,73,70
female,group D,high school,free/reduced,none,75,76,77
female,group C,some college,standard,none,62,74,73
female,group C,bachelor's degree,free/reduced,none,64,71,73
female,group A,associate's degree,standard,none,58,74,77
male,group C,some college,standard,none,86,76,75
male,group C,some college,standard,none,69,81,73
male,group C,bachelor's degree,standard,none,66,56,51
female,group C,some high school,standard,completed,54,65,69
male,group D,bachelor's degree,free/reduced,none,63,60,60
female,group E,master's degree,standard,none,91,98,98
female,group C,bachelor's degree,standard,completed,70,74,81
male,group C,some college,free/reduced,completed,54,58,60
male,group D,some high school,standard,none,64,60,56
male,group D,some high school,standard,completed,45,49,49
male,group E,some college,free/reduced,none,82,61,67
